index,latitude,longitude,height,speed_x,speed_y,speed_z,pitch,roll,yaw,satellite_count,flight_mode,is_motor_on,is_flying,battery_percent,battery_voltage,cell_1,cell_2,cell_3,cell_4,message
134,38.13214819937543,24.329476867872202,7.1000000000000005,-0.4,-0.16,0.01,30.5,-0.2,-21.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
136,38.13213041446534,24.329472086327133,7.6000000000000005,-0.56,-0.07,-0.18,20.5,-7.1000000000000005,-20.200000000000003,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
137,38.132119841754026,24.329470446132724,8.1,-0.58,-0.07,-0.29,17.1,-5.0,-15.3,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
138,38.13210919359103,24.329468487698648,9.5,-0.6,-0.06,-0.38,21.900000000000002,-2.5,-12.700000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
139,38.13209821539537,24.329466738817953,11.200000000000001,-0.63,-0.04,-0.44,26.1,-0.5,-13.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
141,38.13207389220411,24.329466362390882,13.9,-0.6900000000000001,0.0,-0.55,20.1,-1.5,-13.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
142,38.13206085977293,24.329466931676443,15.200000000000001,-0.7000000000000001,0.01,-0.58,20.6,-1.3,-11.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
143,38.13204845574929,24.329467700354545,16.5,-0.7000000000000001,0.02,-0.6,22.0,-1.1,-11.600000000000001,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
144,38.132035771058824,24.329468610444707,17.7,-0.71,0.03,-0.5700000000000001,25.3,-0.6000000000000001,-11.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
146,38.13200967455585,24.32947208117622,19.6,-0.74,0.07,-0.55,27.1,-2.6,-11.8,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
147,38.13199616573895,24.329474002659143,20.6,-0.75,0.08,-0.55,27.900000000000002,-3.2,-11.700000000000001,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
148,38.13198263850457,24.329476230108252,21.5,-0.76,0.08,-0.53,30.0,-3.4000000000000004,-11.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
149,38.13196827741244,24.329478654477832,22.400000000000002,-0.79,0.09,-0.52,29.400000000000002,-2.7,-10.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
151,38.13193867130927,24.329483211724156,24.200000000000003,-0.84,0.1,-0.54,26.8,-1.6,-10.100000000000001,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
152,38.13192271387466,24.329485833231967,25.200000000000003,-0.85,0.1,-0.53,27.8,-2.1,-10.0,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
