index,latitude,longitude,height,home_distance,vps_altitude,time_seconds,rc_throttle,rc_yaw,rc_pitch,rc_roll,speed_x,speed_y,speed_z,pitch,roll,yaw,satellite_count,flight_mode,is_motor_on,is_flying,battery_percent,battery_voltage,cell_1,cell_2,cell_3,cell_4,message
2,38.1322288799182,24.329605041404093,0.0,0.0,0.0,0.3,0,0,0,0,0.0,0.0,0.0,4.5,1.3,130.5,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
3,38.132228894633364,24.32960491470774,0.0,0.011201593119250924,0.0,0.5,0,0,0,0,0.0,0.0,0.0,4.5,1.3,130.5,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
4,38.13222874078595,24.329604792540085,0.0,0.02670465481976082,0.0,0.7,0,0,0,0,0.0,0.0,0.0,4.5,1.3,130.4,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
5,38.13222876514226,24.329604670582416,0.0,0.03485441541000251,0.0,0.9,0,0,0,0,0.0,0.0,0.0,4.4,1.3,130.5,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
7,38.13222880512852,24.329604598214924,0.0,0.039645393126772385,0.0,1.3,0,0,0,0,0.0,0.0,0.0,4.5,1.3,130.4,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
8,38.13222899479964,24.329604471778225,0.0,0.05143365718157456,0.0,1.5,0,0,0,0,0.0,0.0,0.0,4.5,1.3,130.4,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
9,38.13222899842585,24.329604525062308,0.0,0.047044835984004774,0.0,1.7,0,0,0,0,0.0,0.0,0.0,4.3,1.4000000000000001,130.4,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
10,38.13222899357112,24.329604575998832,0.0,0.04262307567831475,0.0,1.9,0,0,0,0,0.0,0.0,0.0,4.0,1.4000000000000001,130.4,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
11,38.1322288323949,24.32960464115313,0.0,0.03540436463257559,0.0,2.1,0,0,0,0,0.0,0.0,-0.01,-1.6,1.7000000000000002,129.20000000000002,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
12,38.132228827944374,24.329604893276144,0.0,0.014186473908456999,0.0,2.3,0,0,0,0,0.0,0.01,-0.05,-1.5,1.0,129.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
13,38.13222881833023,24.329605367345213,0.2,0.029319311715874083,0.0,2.5,0,0,0,0,0.0,0.02,-0.11,-1.1,1.1,130.3,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
14,38.13222870542741,24.329606193914838,0.5,0.1026541534418997,0.0,2.7,0,0,0,0,0.0,0.03,-0.18,-5.7,3.6,130.1,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,\ f:=ded. Return-to-Home Altitude:70.0 m
15,38.132228486591515,24.329607542438175,1.0,0.22308119071731944,0.0,2.9,0,0,0,0,-0.01,0.05,-0.26,-8.3,5.9,129.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
16,3.674749837051007e-231,1.8837199170408695e-16,1.8,4916453.561634849,0.0,3.1,0,0,0,0,-0.04,0.08,-0.34,-8.6,6.9,130.20000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
17,38.132226458970365,24.329611519422908,3.0,0.6272953358309374,0.0,3.3,0,0,0,0,-0.07,0.1,-0.42,-8.700000000000001,6.2,129.70000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
18,38.13222458279742,24.329614339683644,4.4,0.9432488031042539,0.0,3.5,0,0,0,0,-0.09,0.11,-0.44,-9.5,6.7,131.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
19,38.13222263073936,24.329616576386247,5.7,1.2250461083830364,0.0,3.7,0,0,0,0,-0.11,0.12,-0.39,-14.4,3.8000000000000003,131.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
20,38.13222054812333,24.329619335924868,6.5,1.556109392049109,0.0,3.9,0,0,0,0,-0.13,0.14,-0.33,-26.6,0.8,131.3,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
21,38.13221764018733,24.329623429005956,7.4,2.0367904699049726,0.0,4.1,0,0,0,0,-0.18,0.22,-0.35000000000000003,-23.0,-1.8,131.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
22,38.132214048304824,24.329629569888198,8.4,2.7060098350834507,0.0,4.3,0,0,0,0,-0.2,0.31,-0.44,-15.600000000000001,-1.3,127.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
23,38.13220953665247,24.329637725122197,9.600000000000001,3.5774623299598303,0.0,4.5,0,0,0,0,-0.22,0.35000000000000003,-0.53,-9.9,1.5,127.60000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
24,38.13220506362497,24.329645681247623,10.8,4.432610857806127,0.0,4.7,0,0,0,0,-0.22,0.36,-0.59,-9.5,2.5,126.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
25,38.13220081339327,24.329654005093236,12.0,5.299085398658671,0.0,4.9,0,0,0,0,-0.22,0.37,-0.61,-2.7,3.5,124.80000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
27,38.13219358396298,24.329669442864787,14.0,6.865310476307292,0.0,5.3,0,0,0,0,-0.18,0.28,-0.55,7.0,26.900000000000002,124.30000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
28,38.1321901266324,24.329674711967623,14.700000000000001,7.463391339409606,0.0,5.5,0,0,0,0,-0.19,0.22,-0.45,1.7000000000000002,29.900000000000002,133.20000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
29,38.132186215359845,24.329679147832,15.200000000000001,8.032347810656221,0.0,5.7,0,0,0,0,-0.21,0.17,-0.35000000000000003,1.1,29.1,144.4,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
30,38.13218235331942,24.329682630115634,15.4,8.533389162182889,0.0,5.9,0,0,0,0,-0.2,0.11,-0.26,17.6,22.700000000000003,159.3,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
32,38.13217642087902,24.329686420600222,15.3,9.202665071160743,0.0,6.3,0,0,0,0,-0.12,0.03,-0.04,16.400000000000002,25.3,-176.8,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
33,38.13217452437601,24.32968629668334,15.200000000000001,9.32949962020226,0.0,6.5,0,0,0,0,-0.05,-0.02,-0.01,14.100000000000001,25.1,-165.0,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
34,38.132174487661274,24.32968499504447,15.200000000000001,9.245738132789898,0.0,6.7,0,0,0,0,0.01,-0.07,0.0,9.1,12.700000000000001,-155.3,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
35,38.132175711258554,24.329683009166676,15.100000000000001,9.02536624811518,0.0,6.9,0,0,0,0,0.06,-0.08,0.0,5.4,0.2,-142.1,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
36,38.13217741472549,24.32968128705446,15.100000000000001,8.787591762408837,0.0,7.1,0,0,0,0,0.08,-0.06,0.0,3.4000000000000004,-7.2,-129.6,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
37,38.13217908572178,24.329680250458633,15.100000000000001,8.598176421354674,0.0,7.3,0,0,0,0,0.08,-0.04,0.0,3.2,-10.9,-117.4,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
38,38.13218086498283,24.3296794975472,15.200000000000001,8.42109593004684,0.0,7.5,0,0,0,0,0.07,-0.02,0.0,5.1000000000000005,-11.600000000000001,-105.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
39,38.132182615975054,24.32967923692334,15.200000000000001,8.281144588559217,0.0,7.7,0,0,0,0,0.07,0.0,0.0,5.6000000000000005,-14.5,-93.2,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
40,38.13218432597794,24.32967929816291,15.3,8.168643660521182,0.0,7.9,0,0,0,0,0.05,0.0,0.0,6.300000000000001,-16.400000000000002,-80.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
41,38.13218543390896,24.32967952166959,15.4,8.110213365011482,0.0,8.1,0,0,0,0,0.03,0.01,0.0,7.1000000000000005,-15.700000000000001,-68.2,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
42,38.13218599556489,24.32967975418811,15.4,8.089587246765813,0.0,8.3,0,0,0,0,0.01,0.0,0.0,7.5,-13.4,-56.2,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
43,38.13218605620328,24.329680130277627,15.5,8.112222706235865,0.0,8.5,0,0,0,0,0.0,0.0,0.0,7.300000000000001,-10.3,-45.300000000000004,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
44,38.132185873728886,24.329680152464086,15.5,8.125718264062733,0.0,8.7,0,0,0,0,-0.01,-0.01,0.0,7.4,-7.800000000000001,-44.800000000000004,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
45,38.132185935553814,24.32968009296158,15.4,8.117465187442788,0.0,8.9,0,0,0,0,-0.01,-0.01,0.09,6.2,-3.8000000000000003,-44.900000000000006,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
46,38.132186178416134,24.3296801912231,15.100000000000001,8.108573773410127,0.0,9.1,0,0,0,0,0.0,-0.01,0.15,2.2,-0.30000000000000004,-45.1,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
47,38.13218645614103,24.329680309013824,14.700000000000001,8.098901204351595,0.0,9.3,0,0,0,0,0.01,0.0,0.25,6.4,-1.0,-45.900000000000006,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
48,38.13218666409575,24.329680553541834,14.200000000000001,8.102877909014367,0.0,9.5,0,0,0,0,0.0,0.01,0.28,13.0,-2.3000000000000003,-46.400000000000006,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
49,38.13218654743807,24.32968158388136,13.600000000000001,8.183953833831334,0.0,9.7,0,0,0,0,-0.01,0.03,0.28,17.2,-3.5,-45.5,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
50,38.132185979100285,24.32968301628958,13.100000000000001,8.32281478090699,0.0,9.9,0,0,0,0,-0.04,0.07,0.27,19.900000000000002,-3.4000000000000004,-45.400000000000006,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
51,38.13218503167529,24.32968540802051,12.5,8.55468305956291,0.0,10.1,0,0,0,0,-0.07,0.1,0.27,23.3,-4.5,-46.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
52,38.1321834448144,24.32968882929918,12.0,8.901168129778954,0.0,10.3,0,0,0,0,-0.11,0.15,0.27,27.5,-5.0,-48.6,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
53,38.13218074439435,24.3296936475946,11.8,9.418571899294736,0.0,10.5,0,0,0,0,-0.16,0.21,0.22,25.6,-5.1000000000000005,-48.800000000000004,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
54,38.13217713589197,24.32969947298648,12.100000000000001,10.06592231262187,0.0,10.7,0,0,0,0,-0.23,0.28,0.13,24.6,-7.2,-49.6,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
55,38.132172416901575,24.32970667633155,11.5,10.883051146725377,0.0,10.9,0,0,0,0,-0.26,0.33,0.04,12.4,11.8,-47.6,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
57,38.13216498652893,24.329724530633452,11.4,12.63727389111799,0.0,11.3,0,0,0,0,-0.17,0.38,0.02,-9.3,-1.9000000000000001,-62.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
58,38.132162815627225,24.32973191543294,11.4,13.308157767058255,0.0,11.5,0,0,0,0,-0.12,0.3,0.02,-27.900000000000002,-5.9,-60.900000000000006,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
59,38.132160747524665,24.329737276391338,11.3,13.826245069129754,0.0,11.7,0,0,0,0,-0.07,0.2,0.02,-29.3,-5.6000000000000005,-61.0,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
60,38.13215999578772,24.32974051717122,11.3,14.109419196563596,0.0,11.9,0,0,0,0,-0.03,0.1,0.03,-26.3,-4.1000000000000005,-60.800000000000004,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
61,38.1321600926424,24.32974154957115,11.200000000000001,14.179525736159974,0.0,12.1,0,0,0,0,0.01,0.01,0.01,-15.8,-7.5,-61.2,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
62,38.13216111084637,24.329741123646762,11.200000000000001,14.087284790983633,0.0,12.3,0,0,0,0,0.03,-0.04,0.0,-13.100000000000001,-4.6000000000000005,-62.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
63,38.13216234658624,24.329740091518698,11.100000000000001,13.937673993682166,0.0,12.5,0,0,0,0,0.07,-0.07,0.07,-7.7,-6.0,-65.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
64,38.13216411153744,24.329738341483505,11.0,13.704043039359988,0.0,12.7,0,0,0,0,0.09,-0.09,0.1,-8.5,7.4,-73.4,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
65,38.13216688793382,24.32973651113151,10.9,13.406787286409324,0.0,12.9,0,0,0,0,0.18,-0.1,0.03,-6.0,10.8,-72.8,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
66,38.13217123826692,24.329734136977336,10.8,12.983623657641656,0.0,13.1,0,0,0,0,0.25,-0.1,0.0,-2.3000000000000003,7.5,-72.8,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
67,38.13217675413886,24.329731815718183,10.8,12.511780922094033,0.0,13.3,0,0,0,0,0.3,-0.1,0.0,-4.6000000000000005,11.700000000000001,-73.3,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
68,38.13218308775113,24.32972950581772,10.8,12.01819520691149,0.0,13.5,0,0,0,0,0.37,-0.1,0.0,-6.1000000000000005,15.0,-73.4,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
69,38.1321907131096,24.329727440488725,10.8,11.516107997771245,0.0,13.7,0,0,0,0,0.44,-0.1,0.0,-6.9,16.7,-73.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
70,38.13219977392411,24.32972502502201,10.8,10.982042175334639,0.0,13.9,0,0,0,0,0.52,-0.1,0.0,-6.800000000000001,17.1,-73.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
71,-5.849298438218896e-113,-4.513654367444493e-203,10.8,4916453.561634849,0.0,14.1,0,0,0,0,0.59,-0.11,0.0,-12.5,19.8,-74.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
72,38.1322214694296,24.329719808540467,10.700000000000001,10.071823259411385,0.0,14.3,0,0,0,0,0.63,-0.14,0.06,-27.0,-4.1000000000000005,-75.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
73,38.13223352454006,24.329715991389985,10.4,9.717926255730925,0.0,14.5,0,0,0,0,0.63,-0.19,0.16,-27.400000000000002,-10.0,-85.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
74,38.132244395799106,24.329710682960485,10.0,9.399586942557608,0.0,14.7,0,0,0,0,0.6,-0.25,0.19,-15.100000000000001,1.8,-94.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
75,38.13225552604181,24.32970450227959,9.700000000000001,9.19003294112909,0.0,14.9,0,0,0,0,0.62,-0.31,0.1,-16.3,2.1,-93.4,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
77,38.13227826283134,24.329687696307257,9.600000000000001,9.078344729274914,0.0,15.3,0,0,0,0,0.61,-0.38,0.0,1.3,-6.4,-94.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
78,38.13228900064876,24.32967952302144,9.600000000000001,9.334320878329816,0.0,15.5,0,0,0,0,0.56,-0.34,0.0,14.4,-22.6,-95.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
79,38.13229843731416,24.32967309869002,9.600000000000001,9.75985818160153,0.0,15.7,0,0,0,0,0.48,-0.27,0.0,16.3,-24.700000000000003,-94.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
80,38.13230663459583,24.3296683079607,9.5,10.265112411918928,0.0,15.9,0,0,0,0,0.42,-0.21,0.04,13.8,-25.5,-94.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
82,38.132319678434925,24.329661445119232,9.1,11.237155015294642,0.0,16.3,0,0,0,0,0.26,-0.09,0.06,8.700000000000001,-27.3,-95.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
83,38.13232376997593,24.329660158160927,9.0,11.600410181036956,0.0,16.5,0,0,0,0,0.17,-0.05,0.04,2.2,-29.400000000000002,-96.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
84,38.132325610420786,24.329659944769105,9.0,11.779235899282476,0.0,16.7,0,0,0,0,0.09,-0.03,0.03,0.8,-22.900000000000002,-98.60000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
85,38.132326931167896,24.329659259073306,8.8,11.88944084669132,0.0,16.9,0,0,0,0,0.06,-0.02,0.09,-2.7,-18.0,-108.4,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
87,38.13232796261494,24.329658946069348,8.700000000000001,11.983905061205588,0.0,17.3,0,0,0,0,0.01,0.0,0.0,-2.8000000000000003,-7.800000000000001,-111.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
88,38.13232842147566,24.329659084274173,8.700000000000001,12.035572461206922,0.0,17.5,0,0,0,0,0.01,0.0,0.0,-2.7,-8.0,-108.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
89,38.13232893728496,24.32965873113341,8.700000000000001,12.076296108826389,0.0,17.7,0,0,0,0,0.01,0.0,0.0,-3.0,-7.9,-101.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
90,38.13232925461378,24.32965839322697,8.700000000000001,12.097381166987526,0.0,17.9,0,0,0,0,0.01,0.0,0.0,-1.5,-10.0,-101.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
91,38.132329310568615,24.329658326924786,8.700000000000001,12.100887110435815,0.0,18.1,0,0,0,0,0.0,0.0,0.0,-1.0,-9.9,-101.9,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
92,38.13232930033192,24.32965841554554,8.700000000000001,12.102824355450593,0.0,18.3,0,0,0,0,0.0,0.0,0.01,-1.3,-9.200000000000001,-103.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
93,38.13232920468952,24.329658437473434,8.6,12.093753607820181,0.0,18.5,0,0,0,0,0.0,0.0,0.0,-1.3,-8.6,-104.30000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
94,38.13232906750073,24.329658535082864,8.6,12.08298698980313,0.0,18.7,0,0,0,0,0.0,0.0,0.0,-1.9000000000000001,-8.700000000000001,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
95,38.13232903388668,24.329658559663894,8.6,12.080373872087629,0.0,18.9,0,0,0,0,0.0,0.0,0.0,-2.1,-8.3,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
96,38.13232901038085,24.329658653155352,8.6,12.081135889866902,0.0,19.1,0,0,0,0,0.0,0.0,0.0,-2.4000000000000004,-7.9,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
97,38.13232891628899,24.329658968186433,8.6,12.082224218217327,0.0,19.3,0,0,0,0,0.0,0.0,0.0,-2.0,-8.9,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
98,38.13232910637449,24.329659081955874,8.700000000000001,12.105568280116755,0.0,19.5,0,0,0,0,0.0,0.0,0.0,-2.4000000000000004,-10.700000000000001,-104.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
99,38.13232918244294,24.329659337009392,8.700000000000001,12.122077789444054,0.0,19.7,0,0,0,0,0.0,0.0,0.0,-2.6,-10.200000000000001,-104.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
100,38.13232922032299,24.329659500731783,8.700000000000001,12.131568608432492,0.0,19.9,0,0,0,0,0.0,0.0,0.0,-2.9000000000000004,-10.700000000000001,-104.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
101,4.8685480905182457e-222,5.65590306106821e-130,8.700000000000001,4916453.561634849,0.0,20.1,0,0,0,0,0.0,0.0,0.0,-2.2,-10.700000000000001,-104.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
102,38.13232923264127,24.32965972823796,8.700000000000001,12.140654237445261,0.0,20.3,0,0,0,0,0.0,0.0,0.0,-2.1,-10.9,-104.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
103,38.13232934951944,24.32965996777535,8.8,12.16086182246395,0.0,20.5,0,0,0,0,0.0,0.0,0.0,-1.8,-10.700000000000001,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
104,38.13232924100192,24.329660143865198,8.8,12.155875784731842,0.0,20.7,0,0,0,0,0.0,0.0,0.0,-1.8,-14.9,-104.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
105,38.13232902709357,24.329660446556122,8.8,12.144583039930263,0.0,20.9,0,0,0,0,-0.02,0.0,0.0,-1.9000000000000001,-19.900000000000002,-103.80000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
106,38.13232811344097,24.32966103062542,8.8,12.072128383492068,0.0,21.1,0,0,0,0,-0.06,0.01,0.0,-1.9000000000000001,-23.900000000000002,-103.2,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
107,38.13232622840744,24.329661839679925,8.8,11.910188712183537,0.0,21.3,0,0,0,0,-0.12,0.03,0.0,-1.6,-28.1,-102.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
108,38.13232338021754,24.329662860057226,8.8,11.661524707356842,0.0,21.5,0,0,0,0,-0.18,0.04,0.0,-0.8,-29.8,-102.10000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
109,38.132319191003056,24.329664344881134,8.8,11.302606622982946,0.0,21.7,0,0,0,0,-0.25,0.05,0.0,-0.30000000000000004,-30.0,-101.9,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
110,38.132314011820505,24.32966626273466,8.8,10.87576986651631,0.0,21.9,0,0,0,0,-0.3,0.07,0.0,-0.30000000000000004,-30.1,-101.80000000000001,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
111,38.13230783349345,24.329668305980647,8.8,10.377552089201114,0.0,22.1,0,0,0,0,-0.36,0.09,0.0,-0.5,-30.3,-101.80000000000001,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
112,38.132300655657424,24.329670677823493,8.8,9.831347028326245,0.0,22.3,0,0,0,0,-0.41000000000000003,0.1,0.0,0.0,-30.400000000000002,-101.7,208,12,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
113,38.13229230838105,24.329673247120056,8.8,9.237526033810012,0.0,22.5,0,0,0,0,-0.46,0.11,0.0,-2.5,-29.5,-100.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
114,38.13228360843274,24.3296754737355,8.8,8.659295525099367,0.0,22.7,0,0,0,0,-0.5,0.08,0.0,-19.1,-23.400000000000002,-94.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
115,38.1322741211276,24.329676336310442,8.9,8.011977075123385,0.0,22.9,0,0,0,0,-0.52,0.0,0.0,-24.200000000000003,-19.1,-84.30000000000001,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
117,38.13225553687252,24.32967064913054,8.9,6.458689196277632,0.0,23.3,0,0,0,0,-0.49,-0.18,0.0,-3.8000000000000003,-25.1,-69.4,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
118,38.132246657572146,24.329665825547977,8.8,5.672072897878391,0.0,23.5,0,0,0,0,-0.51,-0.22,0.01,-2.3000000000000003,-29.200000000000003,-69.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
119,38.13223726450709,24.329660561521603,8.8,4.9447328353950715,0.0,23.7,0,0,0,0,-0.53,-0.26,0.0,-10.8,-26.900000000000002,-64.5,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
120,38.132227678834305,24.32965338971744,8.8,4.230873140261289,0.0,23.9,0,0,0,0,-0.51,-0.35000000000000003,-0.01,-24.1,-14.9,-56.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
121,1.0154304283771244e-294,-4.427225413814867e-294,8.8,4916453.561634849,0.0,24.1,0,0,0,0,-0.44,-0.44,-0.02,-25.3,-8.8,-46.800000000000004,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
122,38.132212322336336,24.329631986785962,8.8,2.9906635487060846,0.0,24.3,0,0,0,0,-0.34,-0.51,-0.01,-16.0,-10.3,-35.6,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
123,38.132206754698565,24.329619305788608,8.700000000000001,2.758481618677321,0.0,24.5,0,0,0,0,-0.3,-0.54,0.01,2.0,-25.700000000000003,-37.4,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
124,38.13220131371849,24.32960715109017,8.6,3.0707705637254126,0.0,24.7,0,0,0,0,-0.31,-0.58,0.02,6.4,-28.0,-36.1,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
125,38.132195099100244,24.329593602323285,8.6,3.88722077315374,0.0,24.9,0,0,0,0,-0.34,-0.61,0.01,11.8,-26.200000000000003,-35.7,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
126,-2.6589810264382125e-252,-1.9857653817396963e-294,8.5,4916453.561634849,0.0,25.1,0,0,0,0,-0.34,-0.65,-0.01,-14.5,-15.3,-30.400000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
127,38.1321834906946,24.329563618676946,8.6,6.212810836561655,0.0,25.3,0,0,0,0,-0.24,-0.7000000000000001,-0.02,-12.100000000000001,-10.0,-21.900000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
128,38.132179753649524,24.329546913990214,8.6,7.462432124533074,0.0,25.5,0,0,0,0,-0.19,-0.6900000000000001,-0.01,4.9,5.6000000000000005,-21.900000000000002,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
129,38.13217674163439,24.329532377009937,8.5,8.602576853321043,0.0,25.7,0,0,0,0,-0.19,-0.63,0.0,22.700000000000003,11.5,-21.0,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
130,38.13217303961436,24.32951906898908,8.4,9.751778532172338,0.0,25.9,0,0,0,0,-0.2,-0.5700000000000001,0.08,26.900000000000002,12.4,-19.8,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
132,38.132165170044665,24.32949610444888,7.7,11.87313489906906,0.0,26.3,0,0,0,0,-0.23,-0.44,0.22,26.3,11.9,-19.3,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
133,38.132160680475344,24.3294871512425,7.300000000000001,12.799595714473263,0.0,26.5,0,0,0,0,-0.27,-0.34,0.19,26.1,9.200000000000001,-19.8,208,28,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
