index,latitude,longitude,height,home_distance,vps_altitude,time_seconds,speed_x,speed_y,speed_z,pitch,roll,yaw,satellite_count,flight_mode,is_motor_on,is_flying,battery_percent,battery_voltage,cell_1,cell_2,cell_3,cell_4,message
2,38.38466804060338,24.17441096816219,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
3,38.3846680466028,24.174410952808802,0.0,0.0014952795990602497,0.0,0.5,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
4,38.38466805052989,24.17441093801943,0.0,0.002849723102754857,0.0,0.7,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
5,38.38466805330864,24.174410924302066,0.0,0.004075594183274869,0.0,0.9,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
6,38.384668055657045,24.174410913369456,0.0,0.005060650964704341,0.0,1.1,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
7,38.38466805717226,24.17441106720377,0.0,0.008826996476486921,0.0,1.3,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
8,38.38466789623784,24.174411053344528,0.0,0.01768655692709966,0.0,1.5,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,True,0.0,0.0,0.0,0.0,0.0,0.0,
9,38.38466790285487,24.174411039961242,0.0,0.01654606388096544,0.0,1.7,0.0,0.0,0.0,4.3,0.8,125.80000000000001,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
10,38.38466774848992,24.17441102584977,0.0,0.03286840589384321,0.0,1.9,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
11,38.38466776390022,24.17441101356155,0.0,0.03102140265584121,0.0,2.1,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
12,38.384667782001856,24.17441100511214,0.0,0.028934970469173614,0.0,2.3,0.0,0.0,0.0,4.3,0.8,125.7,208,26,False,False,0.0,0.0,0.0,0.0,0.0,0.0,
